Total Length,Execute Time
1,35.28396797180176
2,37.373952865600586
3,37.23878288269043
4,37.26108741760254
5,37.70163345336914
6,37.37395095825195
7,37.42214393615723
8,37.48044776916504
9,37.45568084716797
10,37.68934440612793
11,37.67168045043945
12,37.582847595214844
13,37.84089469909668
14,37.67295837402344
15,37.828481674194336
16,37.78563117980957
17,44.628990173339844
18,44.32486343383789
19,44.57062339782715
20,44.40575981140137
21,44.78259086608887
22,44.492544174194336
23,44.410783767700195
24,44.74758529663086
25,44.58291053771973
26,44.75391960144043
27,44.60339164733887
28,44.561248779296875
29,44.97408103942871
30,45.41440010070801
31,45.088768005371094
32,45.09475135803223
33,44.028926849365234
34,44.01561737060547
35,44.1343994140625
36,44.130239486694336
37,44.19276809692383
38,44.52864074707031
39,44.16115188598633
40,44.229631423950195
41,44.24384117126465
42,44.645376205444336
43,44.294145584106445
44,44.72524642944336
45,44.37401580810547
46,44.36582374572754
47,44.479488372802734
48,44.429311752319336
49,44.478431701660156
50,44.674848556518555
51,44.622846603393555
52,44.57779121398926
53,44.81126403808594
54,44.654815673828125
55,44.92697715759277
56,44.95382499694824
57,44.70150375366211
58,44.69353675842285
59,43.96835136413574
60,44.064767837524414
61,43.92937660217285
62,44.2573127746582
63,43.876352310180664
64,43.894784927368164
65,44.11494445800781
66,44.429311752319336
67,44.218238830566406
68,44.200958251953125
69,45.1409912109375
70,45.18092918395996
71,45.48793601989746
72,45.50876808166504
73,45.51670265197754
74,45.469791412353516
75,44.65660858154297
76,44.35251235961914
77,44.439552307128906
78,44.81945610046387
79,44.75801658630371
80,44.42291259765625
81,44.60723304748535
82,45.10515213012695
83,45.1176643371582
84,45.255489349365234
85,45.19942283630371
86,45.20159912109375
87,45.19923210144043
88,46.537343978881836
89,46.257150650024414
90,46.272254943847656
91,46.306304931640625
92,46.330848693847656
93,46.709760665893555
94,46.73952102661133
95,46.77324676513672
96,46.78246307373047
97,47.759361267089844
98,47.78291320800781
99,47.90585708618164
100,47.82809638977051
101,48.05836868286133
102,48.16096115112305
103,47.85868835449219
104,47.87609672546387
105,47.920928955078125
106,48.00080108642578
107,47.94361686706543
108,48.087039947509766
109,48.31436729431152
110,48.39526557922363
111,48.060224533081055
112,48.05107307434082
113,47.63033676147461
114,47.56991958618164
115,47.91196632385254
116,47.76041603088379
117,47.64774513244629
118,47.600446701049805
119,47.60960006713867
120,47.727617263793945
121,47.665151596069336
122,47.679264068603516
123,47.68537712097168
