Total Length,Execute Time
781,534.949951171875
782,535.1454772949219
783,535.0522155761719
784,534.8454284667969
785,535.1107177734375
786,535.2353820800781
787,534.9252624511719
788,535.2099609375
789,535.0082702636719
790,535.3164978027344
791,535.2683410644531
792,535.1180114746094
793,535.1617736816406
794,535.4076232910156
795,535.4496154785156
796,535.2397155761719
797,535.3205871582031
798,535.2926940917969
799,535.6032104492188
800,535.47314453125
801,535.5273132324219
802,535.4366149902344
803,535.4475402832031
804,535.6072998046875
805,535.6103515625
806,535.5478820800781
807,535.6133728027344
808,535.5663146972656
809,535.8775329589844
810,535.6902465820312
811,535.7240295410156
812,535.8459167480469
813,535.677978515625
814,535.8816223144531
815,535.8039245605469
816,535.7742004394531
817,535.8702392578125
818,535.9277954101562
819,536.0435180664062
820,535.955810546875
821,535.941162109375
822,535.7383117675781
823,535.97607421875
824,536.0220947265625
825,536.04052734375
826,536.0752563476562
827,536.1663818359375
828,536.1716918945312
829,536.4654235839844
830,536.4786987304688
831,536.8442687988281
832,536.6813049316406
833,537.3962097167969
834,537.4995422363281
835,537.7341613769531
836,537.7435913085938
837,537.6798706054688
838,537.9880065917969
839,537.7218627929688
840,537.6910705566406
841,537.596923828125
842,537.6245727539062
843,537.7442932128906
844,537.7982788085938
845,537.8539733886719
846,537.8180847167969
847,537.8744506835938
848,537.9439392089844
849,537.971435546875
850,538.0391540527344
851,538.0454406738281
852,537.9594421386719
853,537.9818725585938
854,537.9253845214844
855,538.0572509765625
856,538.0440673828125
857,538.3065490722656
858,538.2164611816406
859,537.9653015136719
860,538.13330078125
861,538.0567016601562
862,538.092529296875
863,538.0997009277344
864,538.1470031738281
865,538.2246398925781
866,538.261474609375
867,538.2420349121094
868,538.3198852539062
869,538.4161376953125
870,538.7744750976562
871,538.2860107421875
872,538.3812866210938
873,538.4386596679688
874,538.2847900390625
875,538.5738525390625
876,538.6373291015625
877,538.6772155761719
878,538.501953125
879,538.4744873046875
880,538.46533203125
881,538.4734497070312
882,538.6554870605469
883,538.5809936523438
884,538.6935119628906
885,538.777587890625
886,538.8656616210938
887,538.6915893554688
888,538.8185424804688
889,539.0767822265625
890,538.8339233398438
891,538.7161560058594
892,539.0335998535156
893,538.8923034667969
894,538.8471069335938
895,538.9875183105469
896,538.809326171875
897,591.8434143066406
898,591.8751220703125
899,591.8678588867188
900,591.8597106933594
901,591.8033752441406
902,591.9837036132812
903,591.9979553222656
904,592.4606018066406
905,592.3704833984375
906,592.4096069335938
907,592.2959289550781
908,592.3449401855469
909,592.3594360351562
910,592.311279296875
911,592.4198608398438
912,592.418701171875
913,592.4024353027344
914,592.3502197265625
915,592.47607421875
916,592.4062805175781
917,592.5179443359375
918,592.491455078125
919,592.4713439941406
920,592.5487365722656
921,592.8591918945312
922,592.9811096191406
923,592.8675537109375
924,592.9308471679688
925,592.9963684082031
926,592.9287719726562
927,592.992431640625
928,593.3987731933594
929,593.4540710449219
930,593.4499816894531
931,593.2828674316406
932,593.3517150878906
933,593.3947143554688
934,593.3086853027344
935,593.5254821777344
936,593.3477172851562
937,593.3977661132812
938,593.4725036621094
939,593.3045959472656
940,593.3701171875
941,593.3835754394531
942,593.3905944824219
943,593.3771057128906
944,593.3260803222656
945,593.2912902832031
946,593.8472900390625
947,593.7346496582031
948,593.6609191894531
949,593.8399658203125
950,593.9067077636719
951,593.7254638671875
952,593.7029113769531
953,593.7325134277344
954,593.8257751464844
955,593.7662353515625
956,593.6067504882812
957,593.6844482421875
958,593.6610107421875
959,593.6586608886719
960,593.6680908203125
961,594.9024047851562
962,595.0495300292969
963,594.9615478515625
964,594.8168029785156
965,594.8640747070312
966,594.9100952148438
967,594.8107299804688
968,594.789306640625
